"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1897-11","1897","11","7.2","","0.1","","3.7","","15.6","","-6.7","S","94.2","","12.2","","106.4","","","",,"",,""
"1897-12","1897","12","1.5","","-5.9","","-2.2","","12.2","","-20.6","","59.2","","33.8","","93.0","","","",,"",,""
"1898-01","1898","01","0.1","","-7.7","","-3.8","","7.2","","-25.6","","61.5","","31.2","","92.7","","","",,"",,""
"1898-02","1898","02","-0.5","","-7.9","","-4.2","","7.8","","-21.1","","15.5","","62.2","","77.7","","","",,"",,""
"1898-03","1898","03","7.1","","-1.6","","2.8","","16.1","","-12.8","","61.2","","0.0","T","61.2","","","",,"",,""
"1898-04","1898","04","11.1","","1.9","","6.5","","19.4","S","-8.9","","41.9","","1.3","","43.2","","","",,"",,""
"1898-05","1898","05","18.1","","8.4","","13.3","","23.3","","3.3","","58.7","","0.0","","58.7","","","",,"",,""
"1898-06","1898","06","23.9","","13.7","","18.8","","31.7","","7.8","","49.5","","0.0","","49.5","","","",,"",,""
"1898-07","1898","07","27.5","","15.9","","21.7","","33.9","","6.7","","17.8","","0.0","","17.8","","","",,"",,""
"1898-08","1898","08","27.0","","15.7","","21.4","","33.9","","8.9","","27.4","","0.0","","27.4","","","",,"",,""
"1898-09","1898","09","22.8","","12.8","","17.8","","35.0","","4.4","","70.9","","0.0","","70.9","","","",,"",,""
"1898-10","1898","10","14.0","","6.6","","10.3","","27.2","","-2.2","S","146.6","","0.0","T","146.6","","","",,"",,""
"1898-11","1898","11","5.7","","-1.8","","2.0","","13.9","","-12.2","","37.1","","39.6","","76.7","","","",,"",,""
"1898-12","1898","12","0.5","","-6.7","","-3.1","","7.2","","-20.6","","18.0","","46.7","","64.8","","","",,"",,""
"1899-01","1899","01","-0.7","","-9.2","","-5.0","","11.1","","-22.2","","60.2","","12.7","","72.9","","","",,"",,""
"1899-02","1899","02","-3.0","","-11.2","","-7.1","","8.9","","-25.0","","30.0","","14.0","","43.9","","","",,"",,""
"1899-03","1899","03","1.8","","-5.9","","-2.1","","14.4","","-15.6","","71.1","","37.6","","108.7","","","",,"",,""
"1899-04","1899","04","11.9","","2.3","","7.1","","25.6","","-6.1","","36.6","","4.6","","41.1","","","",,"",,""
"1899-05","1899","05","18.2","","7.8","","13.0","","26.7","","0.6","","83.6","","0.0","","83.6","","","",,"",,""
"1899-06","1899","06","24.9","","12.2","","18.6","","31.1","","6.7","","17.0","","0.0","","17.0","","","",,"",,""
"1899-07","1899","07","26.6","","14.3","","20.5","","30.6","S","10.0","S","25.9","","0.0","","25.9","","","",,"",,""
"1899-08","1899","08","27.5","","14.6","","21.1","","33.3","S","7.8","","6.9","","0.0","","6.9","","","",,"",,""
"1899-09","1899","09","19.2","","8.8","","14.0","","29.4","S","0.0","","131.1","","0.0","","131.1","","","",,"",,""
"1899-10","1899","10","15.3","","5.6","","10.5","","23.9","","-2.8","","115.8","","0.0","","115.8","","","",,"",,""
"1899-11","1899","11","8.2","","1.2","","4.7","","16.7","","-6.1","","24.1","","1.8","","25.9","","","",,"",,""
"1899-12","1899","12","1.6","","-5.2","","-1.8","","11.7","","-21.1","","54.4","","10.2","","64.5","","","",,"",,""
"1900-01","1900","01","0.8","","-7.6","","-3.4","","8.3","","-17.8","S","11.9","","37.3","","49.3","","","",,"",,""
"1900-02","1900","02","-2.4","","-10.9","","-6.7","","9.4","","-23.3","","54.4","","77.9","","132.3","","","",,"",,""
"1900-03","1900","03","-0.2","","-9.3","","-4.8","","6.7","S","-19.4","","41.1","","46.4","","87.6","","","",,"",,""
"1900-04","1900","04","12.3","","2.6","","7.5","","21.1","","-6.1","","46.5","","0.0","","46.5","","","",,"",,""
"1900-05","1900","05","19.2","","6.6","","12.9","","30.6","","-0.6","S","25.4","","0.0","","25.4","","","",,"",,""
"1900-06","1900","06","24.3","","12.4","","18.4","","31.7","","6.7","","61.7","","0.0","","61.7","","","",,"",,""
"1900-07","1900","07","26.8","","14.4","","20.6","","35.0","","8.9","","69.6","","0.0","","69.6","","","",,"",,""
"1900-08","1900","08","28.1","","16.9","","22.5","","36.7","","10.6","","69.9","","0.0","","69.9","","","",,"",,""
"1900-09","1900","09","23.4","","12.4","","17.9","","33.3","","6.7","","36.6","","0.0","","36.6","","","",,"",,""
"1900-10","1900","10","18.9","","7.9","","13.4","","28.9","","-3.3","","54.1","","0.0","","54.1","","","",,"",,""
"1900-11","1900","11","7.0","","0.3","","3.7","","18.9","","-10.0","","77.5","","22.1","","99.6","","","",,"",,""
"1900-12","1900","12","1.9","","-5.3","","-1.7","","9.4","","-18.9","","15.5","","5.6","","21.1","","","",,"",,""
"1901-01","1901","01","-0.5","","-8.8","","-4.7","","7.2","S","-23.9","","19.8","","42.9","","62.7","","","",,"",,""
"1901-02","1901","02","-4.2","","-12.8","","-8.5","","1.1","S","-18.9","","0.0","","36.6","","36.6","","","",,"",,""
"1901-03","1901","03","2.6","","-4.9","","-1.2","","7.2","S","-17.8","","35.3","","34.5","","69.9","","","",,"",,""
"1901-04","1901","04","12.6","","3.4","","8.0","","23.3","","-1.1","","78.5","","22.4","","100.8","","","",,"",,""
"1901-05","1901","05","17.2","","7.7","","12.5","","25.6","","0.6","","88.6","","0.0","","88.6","","","",,"",,""
"1901-06","1901","06","24.1","","12.9","","18.5","","35.6","","5.0","","52.6","","0.0","","52.6","","","",,"",,""
"1901-07","1901","07","28.5","","17.2","","22.9","","34.4","","11.7","","85.9","","0.0","","85.9","","","",,"",,""
"1901-08","1901","08","25.9","","15.5","","20.7","","31.1","","10.0","","98.6","","0.0","","98.6","","","",,"",,""
"1901-09","1901","09","22.1","","11.1","","16.6","","31.1","","2.2","","77.5","","0.0","","77.5","","","",,"",,""
"1901-10","1901","10","15.0","","3.7","","9.4","","22.8","","-2.2","S","14.7","","0.0","","14.7","","","",,"",,""
"1901-11","1901","11","4.8","","-2.1","","1.4","","16.1","","-9.4","S","33.8","","8.1","","41.9","","","",,"",,""
"1901-12","1901","12","0.6","","-6.5","","-3.0","","13.9","","-17.8","","56.6","","35.1","","91.7","","","",,"",,""
"1902-01","1902","01","-0.8","","-8.8","","-4.8","","5.0","S","-17.2","","1.5","","64.5","","66.0","","","",,"",,""
"1902-02","1902","02","-2.2","","-9.8","","-6.0","","7.2","","-17.2","","23.4","","14.7","","38.1","","","",,"",,""
"1902-03","1902","03","7.1","","-1.0","","3.1","","13.9","","-10.6","","55.1","","8.9","","64.0","","","",,"",,""
"1902-04","1902","04","11.5","","1.8","","6.7","","24.4","","-3.3","","54.6","","0.5","","55.1","","","",,"",,""
"1902-05","1902","05","17.3","","6.4","","11.9","","26.7","","-1.7","","48.3","","0.0","","48.3","","","",,"",,""
"1902-06","1902","06","21.2","","9.9","","15.6","","27.2","","3.3","","90.7","","0.0","","90.7","","","",,"",,""
"1902-07","1902","07","26.0","","15.0","","20.5","","32.8","","10.0","","110.7","","0.0","","110.7","","","",,"",,""
"1902-08","1902","08","24.0","","13.2","","18.6","","29.4","","8.3","","60.5","","0.0","","60.5","","","",,"",,""
"1902-09","1902","09","20.4","","11.0","","15.7","","26.1","","3.3","","85.3","","0.0","","85.3","","","",,"",,""
"1902-10","1902","10","14.2","","4.4","","9.3","","20.0","","-3.3","","70.9","","0.0","T","70.9","","","",,"",,""
"1902-11","1902","11","10.2","","2.0","","6.1","","18.3","","-8.9","","24.9","","18.3","","43.2","","","",,"",,""
"1902-12","1902","12","-0.4","","-7.9","","-4.2","","7.8","","-19.4","S","38.4","","18.0","","56.4","","","",,"",,""
"1903-01","1903","01","-1.2","","-8.7","","-5.0","","6.7","","-20.6","","17.0","","51.8","","68.8","","","",,"",,""
"1903-02","1903","02","0.1","","-7.0","","-3.5","","7.8","","-21.1","","38.4","","33.0","","71.4","","","",,"",,""
"1903-03","1903","03","8.1","","0.4","","4.3","","20.0","","-8.9","","46.0","","0.5","","46.5","","","",,"",,""
"1903-04","1903","04","11.5","","1.7","","6.6","","24.4","","-10.0","","87.9","","7.6","","95.5","","","",,"",,""
"1903-05","1903","05","19.2","","7.3","","13.3","","28.3","S","-1.7","","45.5","","0.3","","45.7","","","",,"",,""
"1903-06","1903","06","21.7","","11.4","","16.6","","31.1","","6.7","","84.6","","0.0","","84.6","","","",,"",,""
"1903-07","1903","07","26.2","","15.1","","20.7","","33.3","","8.3","","110.5","","0.0","","110.5","","","",,"",,""
"1903-08","1903","08","22.3","","13.1","","17.7","","28.3","","8.3","","93.2","","0.0","","93.2","","","",,"",,""
"1903-09","1903","09","21.9","","10.4","","16.2","","28.9","S","1.1","","10.4","","0.0","","10.4","","","",,"",,""
"1903-10","1903","10","15.3","","5.6","","10.5","","23.3","","-2.2","","67.6","","3.0","","70.6","","","",,"",,""
"1903-11","1903","11","5.7","","-2.3","","1.7","","21.1","","-14.4","","25.7","","6.6","","32.3","","","",,"",,""
"1903-12","1903","12","-1.3","","-8.8","","-5.1","","3.9","S","-23.3","","26.7","","24.1","","50.8","","","",,"",,""
"1904-01","1904","01","-4.2","","-13.6","","-8.9","","4.4","","-26.1","","13.2","","47.5","","60.7","","","",,"",,""
"1904-02","1904","02","-5.3","","-15.4","","-10.4","","5.6","S","-23.9","","27.7","","48.5","","76.2","","","",,"",,""
"1904-03","1904","03","1.9","","-5.6","","-1.9","","10.6","","-15.6","","58.9","","15.2","","74.2","","","",,"",,""
"1904-04","1904","04","8.3","","-0.3","","4.0","","14.4","S","-7.2","","67.1","","11.9","","79.0","","","",,"",,""
"1904-05","1904","05","18.8","","7.6","","13.2","","26.1","","1.1","S","96.5","","0.0","","96.5","","","",,"",,""
"1904-06","1904","06","22.8","","11.7","","17.3","","28.9","","6.1","","70.4","","0.0","","70.4","","","",,"",,""
"1904-07","1904","07","25.3","","14.1","","19.7","","33.9","S","7.8","","130.3","","0.0","","130.3","","","",,"",,""
"1904-08","1904","08","24.1","","12.4","","18.3","","28.9","","7.2","","116.1","","0.0","","116.1","","","",,"",,""
"1904-09","1904","09","19.5","","10.1","","14.8","","26.1","","1.1","S","101.3","","0.0","","101.3","","","",,"",,""
"1904-10","1904","10","12.3","","3.3","","7.8","","21.7","","-5.0","","61.5","","1.5","","63.0","","","",,"",,""
"1904-11","1904","11","6.2","","-1.8","","2.2","","14.4","","-12.2","","2.0","","0.8","","2.8","","","",,"",,""
"1904-12","1904","12","-1.4","","-9.4","","-5.4","","9.4","","-17.2","S","18.8","","18.0","","36.8","","","",,"",,""
"1905-01","1905","01","-3.7","","-11.9","","-7.8","","5.6","","-21.7","","16.0","","67.3","","83.3","","","",,"",,""
"1905-02","1905","02","-3.7","","-13.4","","-8.6","","3.3","","-22.2","S","1.5","","34.8","","36.3","","","",,"",,""
"1905-03","1905","03","3.7","","-5.2","","-0.8","","17.8","","-14.4","","8.6","","4.3","","13.0","","","",,"",,""
"1905-04","1905","04","10.7","","0.7","","5.7","","19.4","","-4.4","","27.4","","8.9","","36.3","","","",,"",,""
"1905-05","1905","05","17.0","","6.0","","11.5","","24.4","","0.0","","82.0","","0.0","","82.0","","","",,"",,""
"1905-06","1905","06","23.1","","12.1","","17.6","","29.4","","4.4","","81.0","","0.0","","81.0","","","",,"",,""
"1905-07","1905","07","26.0","","15.9","","21.0","","33.3","","10.6","","119.9","","0.0","","119.9","","","",,"",,""
"1905-08","1905","08","25.2","","14.2","","19.7","","31.7","","9.4","S","107.2","","0.0","","107.2","","","",,"",,""
"1905-09","1905","09","21.9","","11.7","","16.8","","28.3","","0.0","","43.9","","0.0","","43.9","","","",,"",,""
"1905-10","1905","10","14.1","","4.6","","9.4","","25.6","","-3.9","S","88.6","","0.0","T","88.6","","","",,"",,""
"1905-11","1905","11","6.4","","-1.0","","2.7","","12.2","S","-10.6","","38.1","","7.1","","45.2","","","",,"",,""
"1905-12","1905","12","2.6","","-3.4","","-0.4","","7.8","","-13.9","","42.4","","15.5","","57.9","","","",,"",,""
"1906-01","1906","01","2.8","","-4.0","","-0.6","","13.9","","-15.0","","33.5","","10.9","","44.5","","","",,"",,""
"1906-02","1906","02","-0.6","","-10.2","","-5.4","","11.7","","-24.4","S","11.2","","9.1","","20.3","","","",,"",,""
"1906-03","1906","03","0.7","","-6.2","","-2.8","","9.4","","-18.3","","33.5","","31.2","","64.8","","","",,"",,""
"1906-04","1906","04","12.1","","2.1","","7.1","","22.2","","-3.3","","38.1","","2.8","","40.9","","","",,"",,""
"1906-05","1906","05","17.8","","6.9","","12.4","","30.0","","-0.6","","63.8","","0.0","","63.8","","","",,"",,""
"1906-06","1906","06","24.0","","13.4","","18.7","","32.8","","5.6","","98.3","","0.0","","98.3","","","",,"",,""
"1906-07","1906","07","26.6","","15.7","","21.2","","33.3","","10.6","","86.6","","0.0","","86.6","","","",,"",,""
"1906-08","1906","08","27.2","","17.0","","22.1","","31.7","","11.1","S","46.5","","0.0","","46.5","","","",,"",,""
"1906-09","1906","09","24.0","","12.5","","18.3","","32.2","S","5.6","S","93.2","","0.0","","93.2","","","",,"",,""
"1906-10","1906","10","13.9","","5.2","","9.6","","22.8","","-3.3","","107.2","","7.1","","114.3","","","",,"",,""
"1906-11","1906","11","6.4","","-0.4","","3.0","","15.0","","-5.6","S","40.9","","2.0","","42.9","","","",,"",,""
"1906-12","1906","12","-0.6","","-9.1","","-4.9","","9.4","","-22.2","","39.1","","32.5","","71.6","","","",,"",,""
"1907-01","1907","01","-1.9","","-9.1","","-5.5","","10.6","","-23.3","","58.9","","45.7","","104.6","","","",,"",,""
"1907-02","1907","02","-2.9","","-12.1","","-7.5","","4.4","","-22.2","","3.8","","18.0","","21.8","","","",,"",,""
"1907-03","1907","03","5.2","","-3.2","","1.0","","17.8","","-15.0","","45.7","","8.4","","54.1","","","",,"",,""
"1907-04","1907","04","7.7","","-0.6","","3.6","","21.1","","-7.8","","50.0","","3.0","","53.1","","","",,"",,""
"1907-05","1907","05","14.6","","3.3","","9.0","","24.4","","-3.3","","45.0","","4.1","","49.0","","","",,"",,""
"1907-06","1907","06","23.2","","12.1","","17.7","","30.6","","6.7","S","53.8","","0.0","","53.8","","","",,"",,""
"1907-07","1907","07","27.1","","14.3","","20.7","","32.2","","8.9","","51.6","","0.0","","51.6","","","",,"",,""
"1907-08","1907","08","24.6","","12.4","","18.5","","30.6","S","8.9","S","27.7","","0.0","","27.7","","","",,"",,""
"1907-09","1907","09","20.8","","12.2","","16.5","","28.3","","4.4","","121.9","","0.0","","121.9","","","",,"",,""
"1907-10","1907","10","12.0","","2.4","","7.2","","21.7","","-4.4","S","50.3","","0.0","","50.3","","","",,"",,""
"1907-11","1907","11","5.9","","-0.4","","2.8","","10.6","","-7.2","","87.1","","2.3","","89.4","","","",,"",,""
"1907-12","1907","12","1.6","","-4.4","","-1.4","","8.3","","-13.9","","76.7","","50.5","","127.3","","","",,"",,""
"1908-01","1908","01","-0.1","","-8.4","","-4.3","","5.6","","-25.6","","15.5","","48.3","","63.8","","","",,"",,""
"1908-02","1908","02","-2.6","","-11.6","","-7.1","","6.7","","-27.8","","29.7","","66.3","","96.0","","","",,"",,""
"1908-03","1908","03","3.9","","-4.5","","-0.3","","17.8","","-13.3","","23.4","","15.7","","39.1","","","",,"",,""
"1908-04","1908","04","10.1","","0.9","","5.5","","23.9","","-7.8","","43.9","","15.2","","59.2","","","",,"",,""
"1908-05","1908","05","18.7","","8.3","","13.5","","28.9","","-1.7","","117.6","","0.3","","117.9","","","",,"",,""
"1908-06","1908","06","25.2","","12.8","","19.0","","31.1","","6.1","","75.4","","0.0","","75.4","","","",,"",,""
"1908-07","1908","07","27.6","","15.5","","21.6","","33.3","S","11.1","","74.4","","0.0","","74.4","","","",,"",,""
"1908-08","1908","08","25.4","","13.4","","19.4","","33.3","","6.1","","71.9","","0.0","","71.9","","","",,"",,""
"1908-09","1908","09","24.1","","11.2","","17.7","","32.2","","2.8","","33.0","","0.0","","33.0","","","",,"",,""
"1908-10","1908","10","16.3","","5.3","","10.8","","25.6","","-2.2","","25.7","","0.0","T","25.7","","","",,"",,""
"1908-11","1908","11","8.4","","0.1","","4.3","","17.8","","-5.6","","31.5","","9.4","","40.9","","","",,"",,""
"1908-12","1908","12","1.8","","-5.0","","-1.6","","13.9","","-14.4","","9.9","","42.4","","52.3","","","",,"",,""
"1909-01","1909","01","0.8","","-7.1","","-3.2","","13.9","","-19.4","","22.4","","45.2","","67.6","","","",,"",,""
"1909-02","1909","02","0.9","","-6.8","","-3.0","","7.8","","-22.8","","41.4","","39.4","","80.8","","","",,"",,""
"1909-03","1909","03","2.5","","-4.7","","-1.1","","8.3","","-13.9","","30.0","","40.4","","70.4","","","",,"",,""
"1909-04","1909","04","9.3","","0.6","","5.0","","18.3","","-8.9","","124.5","","13.0","","137.4","","","",,"",,""
"1909-05","1909","05","17.1","","7.1","","12.1","","27.8","","-0.6","S","94.5","","2.0","","96.5","","","",,"",,""
"1909-06","1909","06","24.1","","13.1","","18.6","","32.2","S","6.1","","30.7","","0.0","","30.7","","","",,"",,""
"1909-07","1909","07","25.5","","14.2","","19.9","","30.6","","8.9","","88.4","","0.0","","88.4","","","",,"",,""
"1909-08","1909","08","26.2","","15.1","","20.7","","35.6","","7.8","S","33.8","","0.0","","33.8","","","",,"",,""
"1909-09","1909","09","21.3","","10.1","","15.7","","31.7","","5.0","S","49.8","","0.0","","49.8","","","",,"",,""
"1909-10","1909","10","13.1","","2.7","","7.9","","25.0","","-6.1","","28.7","","0.3","","29.0","","","",,"",,""
"1909-11","1909","11","9.1","","0.4","","4.8","","17.8","","-10.0","","79.8","","5.8","","85.6","","","",,"",,""
"1909-12","1909","12","-0.1","","-6.5","","-3.3","","7.2","S","-20.6","","37.8","","29.5","","67.3","","","",,"",,""
"1910-01","1910","01","-0.1","","-7.2","","-3.7","","5.0","S","-21.7","","38.6","","50.5","","89.2","","","",,"",,""
"1910-02","1910","02","-1.5","","-10.6","","-6.1","","6.1","","-23.3","S","20.3","","61.5","","81.8","","","",,"",,""
"1910-03","1910","03","8.6","","-1.1","","3.8","","23.9","","-11.1","","14.7","","2.0","","16.8","","","",,"",,""
"1910-04","1910","04","12.9","","3.6","","8.3","","23.3","","-2.8","S","125.0","","3.3","","128.3","","","",,"",,""
"1910-05","1910","05","16.3","","6.6","","11.5","","26.7","","0.0","","69.9","","0.0","","69.9","","","",,"",,""
"1910-06","1910","06","24.1","","12.3","","18.2","","33.9","","5.0","","27.4","","0.0","","27.4","","","",,"",,""
"1910-07","1910","07","28.1","","15.5","","21.8","","33.9","S","11.1","S","99.1","","0.0","","99.1","","","",,"",,""
"1910-08","1910","08","25.3","","14.3","","19.8","","29.4","","8.9","","77.7","","0.0","","77.7","","","",,"",,""
"1910-09","1910","09","21.1","","10.1","","15.6","","27.2","","3.9","","101.1","","0.0","","101.1","","","",,"",,""
"1910-10","1910","10","15.6","","5.8","","10.7","","22.8","S","-3.9","","56.6","","0.0","T","56.6","","","",,"",,""
"1910-11","1910","11","4.9","","-0.4","","2.3","","13.9","","-3.3","","40.4","","24.4","","64.8","","","",,"",,""
"1910-12","1910","12","-1.9","","-10.1","","-6.0","","3.9","","-21.7","","5.3","","38.9","","44.2","","","",,"",,""
"1911-01","1911","01","0.6","","-7.3","","-3.4","","6.7","","-18.9","","30.7","","22.4","","53.1","","","",,"",,""
"1911-02","1911","02","0.2","","-7.3","","-3.6","","8.9","","-15.0","S","4.8","","49.0","","53.8","","","",,"",,""
"1911-03","1911","03","2.9","","-5.1","","-1.1","","12.8","","-17.2","","34.8","","17.3","","52.1","","","",,"",,""
"1911-04","1911","04","11.2","","1.4","","6.3","","24.4","","-8.9","","36.6","","3.3","","39.9","","","",,"",,""
"1911-05","1911","05","23.1","","9.4","","16.3","","32.8","","-1.7","","50.5","","0.5","","51.1","","","",,"",,""
"1911-06","1911","06","24.2","","13.2","","18.7","","33.3","","8.3","","38.6","","0.0","","38.6","","","",,"",,""
"1911-07","1911","07","28.1","","15.9","","22.0","","39.4","","8.9","","66.5","","0.0","","66.5","","","",,"",,""
"1911-08","1911","08","26.4","","15.1","","20.8","","32.2","","8.3","","61.5","","0.0","","61.5","","","",,"",,""
"1911-09","1911","09","21.1","","10.7","","15.9","","30.6","","1.1","","65.3","","0.0","","65.3","","","",,"",,""
"1911-10","1911","10","14.3","","5.2","","9.8","","23.9","","-2.8","","87.9","","3.0","","90.9","","","",,"",,""
"1911-11","1911","11","5.8","","-1.4","","2.2","","16.7","","-7.8","S","80.3","","17.0","","97.3","","","",,"",,""
"1911-12","1911","12","4.1","","-1.9","","1.1","","12.8","","-12.8","","51.6","","21.1","","72.6","","","",,"",,""
